product,product_group,process,company,location,capacity_kt,year_built,naphtha_gj_per_year,electricity_kwh_per_year,lng_gj_per_year,fuel_gas_gj_per_year,byproduct_gas_gj_per_year,lpg_gj_per_year,fuel_oil_gj_per_year,diesel_gj_per_year,emissions_naphtha_kt,emissions_electricity_kt,emissions_lng_kt,emissions_fuel_gas_kt,emissions_byproduct_gas_kt,emissions_lpg_kt,emissions_fuel_oil_kt,emissions_diesel_kt,total_emissions_kt,capex_musd_per_kt,initial_capex_musd,facility_age,remaining_life,book_value_musd,depreciated_musd,emission_intensity,stranding_risk,facility_id,tech_heat_pump_pct,tech_ncc_h2_pct,tech_ncc_elec_pct,tech_re_ppa_pct,abatement_mt,retirement_assumed,retirement_loss_musd,retrofit_capex_musd,operational_stranding,operational_loss_musd,total_stranded_musd
Ethylene,Olefins,Naphtha Cracker,Lotte Chemical,Daesan,1100,1991,31900000.0,23995334.39572932,4941453.582756559,6176816.9784457,1235363.3956891398,0.0,0.0,0.0,1728.98,107.97900478078192,73.62765838307274,92.03457297884094,18.406914595768185,0,0,0,2021.028150738464,1.2,1320.0,34,0,0.0,1320.0,1.837298318853149,High,0,,,,,,False,0.0,,False,0.0,
Ethylene,Olefins,Naphtha Cracker,HD Hyundai Chemical,Daesan,850,2021,24650000.0,18541849.30579083,3818395.9503118866,4772994.937889859,954598.9875779717,0.0,0.0,0.0,1336.03,83.43832187605875,56.89409965964711,71.1176245745589,14.223524914911778,0,0,0,1561.7035710251766,1.2,1020.0,4,26,884.0,136.0,1.837298318853149,High,1,0.0,0.0,82.53632067611913,0.0,1.4270364772259645,True,884.0,829.2379238571242,False,0.0,1713.2379238571243
Ethylene,Olefins,Naphtha Cracker,LG Chem,Daesan,1300,1991,37700000.0,28358122.467680104,5839899.688712298,7299874.610890374,1459974.9221780745,0.0,0.0,0.0,2043.34,127.61155110456043,87.01450536181324,108.76813170226656,21.75362634045331,0,0,0,2388.487814509094,1.2,1560.0,34,0,0.0,1560.0,1.837298318853149,High,2,0.0,0.0,82.53632067611912,0.0,1.1027100051291543,False,0.0,1268.246236487366,True,0.0,1268.246236487366
Ethylene,Olefins,Naphtha Cracker,Hanwha TotalEnergies,Daesan,1525,1991,44225000.0,33266259.048624735,6850651.557912502,8563314.44739063,1712662.8894781256,0.0,0.0,0.0,2396.995,149.6981657188113,102.07470821289628,127.5933852661204,25.51867705322407,0,0,0,2801.879936251052,1.2,1830.0,34,0,0.0,1830.0,1.8372983188531489,High,3,0.0,0.0,82.53632067611912,0.0,1.6864976549034123,False,0.0,1487.750392802487,True,0.0,1487.750392802487
Ethylene,Olefins,Naphtha Cracker,Lotte Chemical,Yeosu,1230,1992,35670000.0,26831146.642497327,5525443.551627789,6906804.439534738,1381360.8879069472,0.0,0.0,0.0,1933.314,120.74015989123797,82.32910891925405,102.9113861490676,20.582277229813513,0,0,0,2259.876932189373,1.2,1476.0,33,0,0.0,1476.0,1.8372983188531486,High,4,0.0,0.0,82.53632067611913,0.0,1.9783914797905415,False,0.0,1199.9560545226618,False,0.0,1199.9560545226618
Ethylene,Olefins,Naphtha Cracker,LG Chem,Yeosu,1030,2021,29870000.0,22468358.57054654,4626997.445672051,5783746.8070900645,1156749.3614180128,0.0,0.0,0.0,1618.954,101.10761356745942,68.94226194051356,86.17782742564196,17.23556548512839,0,0,0,1892.417268418743,1.2,1236.0,4,26,1071.2,164.79999999999995,1.8372983188531486,High,5,0.0,0.0,82.53632067611912,0.0,1.5956862427163057,True,1071.2,1004.8412489092208,False,0.0,2076.041248909221
Ethylene,Olefins,Naphtha Cracker,Yeochon NCC,Yeosu,2285,1979,66265000.0,49844853.72203772,10264746.760544308,12830933.450680386,2566186.690136077,0.0,0.0,0.0,3591.563,224.3018417491697,152.94472673211018,191.18090841513776,38.236181683027546,0,0,0,4198.226658579445,1.2,2742.0,46,0,0.0,2742.0,1.8372983188531489,High,6,0.0,0.0,82.53632067611912,0.0,1.3362250650388576,False,0.0,2229.186654133563,True,0.0,2229.186654133563
Ethylene,Olefins,Naphtha Cracker,GS Caltex,Yeosu,900,2021,26100000.0,19632546.323778532,4043007.4768008217,5053759.346001027,1010751.8692002052,0.0,0.0,0.0,1414.62,88.3464584570034,60.240811404332234,75.30101425541531,15.06020285108306,0,0,0,1653.5684869678337,1.2,1080.0,4,26,936.0,144.0,1.8372983188531484,High,7,0.0,0.0,82.53632067611912,0.0,2.9643439549648445,True,936.0,878.0166252604843,False,0.0,1814.0166252604843
Ethylene,Olefins,Naphtha Cracker,Daehan Oil Chemical,Onsan,900,1991,26100000.0,19632546.323778532,4043007.4768008217,5053759.346001027,1010751.8692002052,0.0,0.0,0.0,1414.62,88.3464584570034,60.240811404332234,75.30101425541531,15.06020285108306,0,0,0,1653.5684869678337,1.2,1080.0,34,0,0.0,1080.0,1.8372983188531484,High,8,0.0,0.0,82.53632067611912,0.0,1.1675752995485162,False,0.0,878.0166252604843,True,0.0,878.0166252604843
Ethylene,Olefins,Naphtha Cracker,S-Oil,Onsan,182,2018,5278000.0,3970137.1454752143,817585.9564197217,1021982.4455246524,204396.48910493043,0.0,0.0,0.0,286.06759999999997,17.865617154638464,12.182030750653851,15.227538438317318,3.0455076876634632,0,0,0,334.38829403127306,1.2,218.4,7,23,167.44000000000003,50.95999999999998,1.8372983188531486,High,9,0.0,0.0,82.53632067611912,0.0,1.1675752995485162,True,167.44000000000003,177.55447310823126,False,0.0,344.9944731082313
Ethylene,Olefins,Naphtha Cracker,SK Geocentric,Ulsan,660,1989,19140000.0,14397200.637437591,2964872.149653936,3706090.18706742,741218.037413484,0.0,0.0,0.0,1037.388,64.78740286846916,44.17659502984364,55.22074378730456,11.04414875746091,0,0,0,1212.6168904430783,1.2,792.0,36,0,0.0,792.0,1.8372983188531489,High,10,0.0,0.0,82.53632067611912,0.0,0.2361096716864777,False,0.0,643.8788585243551,False,0.0,643.8788585243551
